D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.00801,3,13730,2000,113.57,0.115,1583
0.00801,3,13730,2000,133.73,0.114,1469
0.00801,3,13730,2000,136.8,0.116,1456
0.00801,3,13730,2000,137.75,0.127,1465
0.00801,3,13730,2000,149.97,0.129,1400
0.00801,3,13730,2000,160.02,0.144,1364
0.00801,3,13730,2000,208.07,0.165,1122
0.00801,3,13730,2000,229.5,0.188,1028
0.00801,3,13730,2000,243.93,0.194,950
0.00801,3,13730,2000,260.07,0.233,905
0.00801,3,13730,2000,306.92,0.3,684
0.00803,3,13630,2007,125.72,0.151,1579
0.00803,3,13730,1997,158.16,0.168,1418
0.00803,3,13830,1997,171.37,0.204,1398
0.00803,3,13730,1997,179.47,0.186,1321
0.00803,3,13730,1997,204.93,0.196,1188
0.00803,3,13730,2004,231.68,0.218,1069
0.00803,3,13730,1997,245.84,0.224,987
0.00803,3,13730,2001,258.21,0.242,939
0.00803,3,13830,2001,270.45,0.241,862
0.00803,3,13730,2001,285.6,0.268,795
0.00803,3,13730,1997,300.88,0.28,702
0.00799,3,13730,2002,142.93,0.127,1441
0.00799,3,13730,2002,163.28,0.154,1365
0.00799,3,13730,2002,183.6,0.165,1268
0.00799,3,13730,2008,204.04,0.168,1155
0.00799,3,13730,2024,224.47,0.193,1080
0.00799,3,13730,2013,255.1,0.244,960
0.00799,3,13730,2008,275.45,0.265,857
0.00799,3,13730,2013,285.6,0.286,821
0.008,3,13630,2000,216.34,0.204,1135
0.008,3,13730,2000,242.87,0.229,1008
0.008,3,13730,2050,276.44,0.274,862
0.008,3,13730,2039,289.79,0.296,796
0.008,3,13730,2028,299.98,0.301,741
0.00781,3,13830,2029,80.55,0.104,1739
0.00781,3,13930,2061,113.74,0.164,1668
0.00781,3,13630,2025,133.76,0.148,1501
0.00785,3,13830,1952,150.88,0.154,1375
0.00781,3,13730,2025,175.33,0.165,1296
0.00785,3,13830,1975,191.8,0.185,1214
0.00785,3,13930,1981,230.55,0.188,1000
0.00781,3,13830,2025,240.71,0.211,989
0.00781,3,13530,1961,257.2,0.23,876
0.00785,3,14020,1981,289.71,0.261,735
0.00781,3,13630,1955,298.88,0.281,681
0.00782,3,13730,4000,200.88,0.043,2035
0.00782,3,13730,4000,232.54,0.083,1764
0.00801,3,13730,4000,202.91,0.05,1968
0.00801,3,13730,4000,206.06,0.055,1945
0.00801,3,13730,4000,217.2,0.115,1988
0.00801,3,13730,4000,236.65,0.124,1783
0.00801,3,13730,4000,242.87,0.138,1751
0.00801,3,13730,4000,243.93,0.136,1730
0.00801,3,13730,4000,258.21,0.153,1604
0.00801,3,13730,4000,292.8,0.211,1313
0.00801,3,13730,4008,188.63,0.102,2301
0.00801,3,13730,4008,225.35,0.148,2000
0.00801,3,13730,4008,233.63,0.124,1833
0.00801,3,13730,4015,253.01,0.159,1700
0.00801,3,13730,4019,275.45,0.19,1499
0.00801,3,13630,4030,302.85,0.229,1233
0.00801,3,13630,4019,313.91,0.268,1166
0.00795,3,13730,4026,244.78,0.151,1806
0.00795,3,13730,3950,254.05,0.164,1688
0.00795,3,13730,3932,265.19,0.18,1611
0.00795,3,13730,4000,285.6,0.219,1469
0.00795,3,13730,4033,306.92,0.245,1241
0.00799,3,13730,3999,253.01,0.201,1806
0.00799,3,13730,4010,265.19,0.207,1677
0.00799,3,13730,4010,275.45,0.228,1604
0.00799,3,13730,3988,283.67,0.23,1491
0.00799,3,13730,3999,300.88,0.263,1355
0.00781,3,13930,3910,133.91,0.082,2743
0.00781,3,13730,3884,153.02,0.079,2515
0.00781,3,13730,4004,171.4,0.078,2360
0.00781,3,13930,3832,189.72,0.093,2136
0.00781,3,13930,3910,200.83,0.1,2070
0.00781,3,13930,4110,257.15,0.143,1607
0.00781,3,13630,3930,270.46,0.168,1418
0.00781,3,13930,4077,287.7,0.201,1365
0.00781,3,13630,3930,301.95,0.218,1155
0.00781,3,13730,4055,326.58,0.276,966
0.00801,3,17650,500,91.06,0.491,568
0.00801,3,17650,500,158.71,0.539,487
0.00801,3,17650,500,175,0.532,462
0.00801,3,17650,500,202.7,0.575,434
0.00801,3,17650,500,226.36,0.588,405
0.00801,3,17650,500,240.74,0.596,384
0.00801,3,17650,500,268.5,0.577,336
0.00801,3,17650,500,288.23,0.593,309
0.00801,3,17650,500,307.85,0.589,274
0.00801,3,17650,500,311.93,0.587,266
0.00801,3,17650,500,331.18,0.591,229
0.00801,3,17650,501,80.02,0.449,574
0.00801,3,17650,501,97.06,0.43,544
0.00801,3,17650,501,118.08,0.452,522
0.00801,3,17550,496,136.32,0.497,503
0.00801,3,17650,501,150.5,0.477,482
0.00801,3,17650,496,168.97,0.461,452
0.00801,3,17650,496,183.31,0.47,433
0.00801,3,17650,501,220.17,0.487,385
0.00801,3,17550,496,271.71,0.519,315
0.00801,3,17650,501,332.23,0.601,229
0.008,3,17650,508,147.45,0.566,511
0.008,3,17650,508,183.31,0.566,458
0.008,3,17650,500,213.04,0.58,422
0.008,3,17650,500,266.45,0.64,355
0.008,3,17650,500,321.15,0.67,275
0.00801,3,17650,1000,149.56,0.231,833
0.00801,3,17650,1000,201.79,0.243,690
0.00801,3,17650,1000,215.05,0.314,693
0.00801,3,17650,1000,232.49,0.299,633
0.00801,3,17650,1000,248.03,0.302,588
0.00801,3,17650,1000,279,0.351,518
0.00803,3,17650,1005,80.98,0.205,1020
0.00803,3,17650,1005,112.12,0.227,946
0.00803,3,17650,1009,147.45,0.217,844
0.00803,3,17650,1005,171.06,0.255,794
0.00803,3,17650,1009,183.31,0.245,760
0.00803,3,17650,1009,199.53,0.276,725
0.00803,3,17650,1009,215.05,0.272,680
0.00803,3,17650,1009,226.36,0.294,658
0.00803,3,17550,1005,245.85,0.316,606
0.00803,3,17650,1009,257.32,0.317,576
0.00803,3,17650,1005,275.8,0.358,538
0.00803,3,17650,1005,286.09,0.359,505
0.00803,3,17550,1005,301.61,0.395,470
0.00803,3,17650,1005,318.13,0.443,436
0.00803,3,17550,1009,332.16,0.46,388
0.008,3,17650,995,178,0.246,763
0.008,3,17750,989,282.03,0.432,523
0.00785,3,17550,1005,69.88,0.303,1076
0.00781,3,17650,1033,81.94,0.259,1045
0.00785,3,17550,1034,92.95,0.279,1029
0.00785,3,17650,1005,101.13,0.318,1003
0.00781,3,17850,1033,126.26,0.26,925
0.00785,3,17750,1086,135.22,0.224,929
0.00781,3,17850,1021,163.71,0.27,815
0.00781,3,17550,1018,183.27,0.27,751
0.00781,3,17550,1033,202.66,0.339,747
0.00781,3,17650,1014,223.27,0.302,656
0.00781,3,17550,1021,245.85,0.358,621
0.00785,3,17550,1023,263.31,0.357,573
0.00781,3,17550,1033,287.21,0.374,508
0.00785,3,17550,1074,297.52,0.376,493
0.00781,3,17650,1044,328.24,0.411,387
0.00782,3,17650,2000,190.42,0.153,1384
0.00796,3,17650,2000,68.95,0.094,1973
0.00796,3,17650,2000,87.94,0.103,1879
0.00796,3,17650,2000,124.27,0.115,1680
0.00796,3,17650,2000,135.41,0.136,1666
0.00796,3,17650,2000,160.81,0.123,1506
0.00796,3,17650,2000,175,0.132,1426
0.00796,3,17650,2000,201.79,0.149,1293
0.00796,3,17650,2000,217.06,0.178,1226
0.00796,3,17650,2000,241.81,0.204,1120
0.00801,3,17650,2000,71.84,-0.046,1799
0.00801,3,17650,2000,81.94,-0.04,1751
0.00801,3,17650,2000,97.06,-0.025,1684
0.00801,3,17650,2000,133.28,0.029,1541
0.00801,3,17650,2000,169.9,0.059,1368
0.00801,3,17650,2000,194.52,0.122,1297
0.00801,3,17650,2000,220.17,0.144,1172
0.00801,3,17650,2000,237.71,0.18,1106
0.00801,3,17650,2000,265.42,0.22,980
0.00801,3,17650,2000,300.56,0.285,820
0.00801,3,17650,2000,315.06,0.338,775
0.00801,3,17650,2000,327.3,0.347,687
0.00801,3,17650,2000,341.87,0.387,597
0.00803,3,17750,1998,88.94,0.102,1879
0.00803,3,17650,1998,105.19,0.113,1798
0.00803,3,17550,1993,122.33,0.121,1698
0.00803,3,17650,2001,135.41,0.145,1665
0.00803,3,17650,2001,147.45,0.153,1604
0.00803,3,17650,1998,178,0.178,1456
0.00803,3,17650,2001,224.37,0.242,1262
0.00803,3,17650,1998,239.66,0.242,1168
0.00803,3,17650,2001,251,0.261,1120
0.00803,3,17550,2001,268.65,0.299,1052
0.008,3,17650,2000,187.44,0.15,1369
0.008,3,17650,1995,215.05,0.183,1253
0.008,3,17460,2000,293.4,0.308,905
0.00785,3,17750,1965,59.59,0.064,1915
0.00785,3,17750,1970,121.22,0.115,1664
0.00781,3,17750,1996,136.4,0.14,1607
0.00781,3,17460,1970,165.97,0.155,1443
0.00781,3,17650,1996,175,0.172,1424
0.00781,3,17550,1984,236.58,0.233,1132
0.00785,3,17460,1981,249.94,0.227,1050
0.00781,3,17550,1984,259.36,0.272,1039
0.00781,3,17360,1967,279.94,0.306,941
0.00781,3,17650,2007,299.63,0.302,833
0.00781,3,17360,1984,321.03,0.334,705
0.00782,3,17650,4000,204.73,0.011,2307
0.00782,3,17650,4000,240.74,0.084,2035
0.00782,3,17460,4000,259.2,0.212,1967
0.00796,3,17650,4000,96.1,-0.158,3066
0.00796,3,17650,4000,156.6,-0.066,2639
0.00796,3,17650,4000,181.23,-0.05,2373
0.00796,3,17650,4000,196.57,-0.042,2213
0.00796,3,17650,4000,220.17,-0.001,2053
0.00796,3,17650,4000,239.66,0.025,1866
0.00796,3,17650,4000,266.45,0.091,1693
0.00796,3,17650,4000,280.98,0.142,1626
0.00796,3,17650,4000,291.32,0.147,1480
0.00801,3,17650,4000,208.78,-0.026,2109
0.00801,3,17650,4000,254.17,0.119,1885
0.00801,3,17650,4000,258.16,0.117,1829
0.00801,3,17650,4000,269.52,0.163,1788
0.00801,3,17650,4000,285.12,0.202,1676
0.00801,3,17650,4000,314.02,0.273,1424
0.00801,3,17650,4000,322.14,0.297,1351
0.00801,3,17650,4000,325.23,0.301,1310
0.00801,3,17650,4000,329.18,0.305,1252
0.00801,3,17550,4008,208.97,0.073,2331
0.00801,3,17650,3998,225.26,0.111,2219
0.00801,3,17550,4008,255.18,0.161,1967
0.00801,3,17650,4018,271.76,0.191,1835
0.00801,3,17650,4097,288.23,0.214,1702
0.00801,3,17650,4060,299.63,0.257,1623
0.00801,3,17650,3990,341.87,0.362,1139
0.00781,3,17460,3982,167.83,0.065,2680
0.00785,3,17460,3855,188.38,0.108,2479
0.00785,3,17650,3861,237.71,0.168,2080
0.00781,3,17650,4037,246.96,0.169,2050
0.00781,3,17750,4020,297.63,0.268,1625
0.00785,3,17550,3746,316.03,0.31,1354
0.00801,6,6860,498,120.21,0.948,360
0.00801,6,6860,498,155.19,0.951,340
0.00801,6,6860,501,168.38,0.948,330
0.00801,6,6860,501,190.76,0.947,310
0.00801,6,6860,498,204.9,0.954,300
0.00801,6,6860,501,234.16,0.943,280
0.00803,6,6860,990,74.97,0.766,690
0.00803,6,6860,990,92.17,0.759,670
0.00803,6,6860,990,115,0.773,640
0.00803,6,6860,990,125.18,0.767,630
0.00803,6,6860,990,147.26,0.779,600
0.00803,6,6860,990,191.67,0.781,540
0.00803,6,6860,990,208.9,0.795,520
0.00803,6,6770,990,226.06,0.784,490
0.0078,6,6860,995,125.18,0.727,590
0.0078,6,6860,1001,134.13,0.722,580
0.0078,6,6860,1001,144.22,0.716,560
0.0078,6,6860,1001,155.19,0.719,550
0.0078,6,6860,1001,171.38,0.709,520
0.0078,6,6860,1001,194.6,0.693,480
0.0078,6,6860,1001,204.9,0.692,470
0.0078,6,6860,1001,225.99,0.701,440
0.0078,6,6860,995,243.26,0.713,420
0.00778,6,6960,1053,90.05,0.723,670
0.00778,6,7060,1035,106.03,0.824,680
0.00778,6,7060,1047,116,0.812,680
0.00778,6,7060,1047,135.12,0.785,640
0.00778,6,7060,1047,157.33,0.783,600
0.00778,6,7260,1070,193.55,0.755,550
0.00778,6,7060,1059,218.87,0.777,520
0.00778,6,6860,1024,237.14,0.779,470
0.00778,6,6860,1027,245.15,0.783,460
0.00778,6,6860,1044,255.28,0.771,450
0.00778,6,6860,1015,266.17,0.8,430
0.00803,6,6860,1998,84.06,0.466,1070
0.00803,6,6860,2004,97.18,0.472,1040
0.00803,6,6860,1998,123.05,0.472,970
0.00803,6,6860,1998,136.25,0.481,940
0.00803,6,6770,2004,148.28,0.489,920
0.00803,6,6860,2004,166.31,0.49,860
0.00803,6,6860,1998,181.45,0.498,830
0.00803,6,6770,1998,250.2,0.527,650
0.0078,6,6860,1995,124,0.444,910
0.0078,6,6860,2001,133.19,0.442,890
0.0078,6,6860,2001,144.22,0.453,870
0.0078,6,6860,2001,153.32,0.452,840
0.0078,6,6860,1995,164.23,0.465,820
0.0078,6,6860,2001,174.36,0.469,800
0.0078,6,6860,2001,184.64,0.47,770
0.0078,6,6860,1995,194.6,0.462,730
0.0078,6,6860,1995,204.9,0.458,700
0.0078,6,6860,1995,215.96,0.485,680
0.0078,6,6860,2001,233.09,0.469,630
0.0078,6,6860,2001,245.15,0.475,600
0.00778,6,6960,2010,67.09,0.457,1090
0.00778,6,7060,1992,79.08,0.475,1060
0.00778,6,7060,2010,89.11,0.465,1030
0.00778,6,7060,1998,104.13,0.45,970
0.00778,6,7160,1998,115.06,0.479,970
0.00778,6,6960,2006,131.1,0.507,960
0.00778,6,7060,1990,164.28,0.504,850
0.00778,6,7060,2010,179.45,0.51,830
0.00778,6,7060,1998,198.7,0.488,750
0.00778,6,6960,1987,207.83,0.499,730
0.00778,6,6960,1992,219.94,0.513,700
0.00778,6,6960,1966,248.1,0.531,620
0.00778,6,6960,1990,269.18,0.533,570
0.00778,6,6860,1966,270.31,0.549,580
0.00803,6,6860,3993,265.17,0.417,980
0.00803,6,6860,3993,274.21,0.442,970
0.00778,6,7160,3979,66.87,0.282,1810
0.00778,6,7160,3953,77.89,0.302,1770
0.00778,6,7160,3990,87.93,0.294,1720
0.00778,6,7160,4017,116.01,0.3,1590
0.00778,6,7160,4034,137.95,0.31,1500
0.00778,6,7160,3982,148.02,0.324,1450
0.00778,6,7160,3944,240.19,0.36,980
0.00778,6,7260,3973,257.23,0.359,880
0.00801,6,9810,501,81.92,0.887,370
0.00801,6,9810,501,97.94,0.876,360
0.00801,6,9810,498,141.06,0.869,320
0.00801,6,9810,501,155.33,0.869,310
0.00801,6,9810,498,174.55,0.871,300
0.00801,6,9810,501,204.06,0.846,270
0.00801,6,9810,501,219.14,0.865,270
0.00801,6,9810,501,249.59,0.846,240
0.00801,6,9810,501,263.76,0.847,230
0.00801,6,9810,501,279.94,0.853,220
0.00801,6,9810,1002,61.78,0.567,630
0.00801,6,9810,1002,76.9,0.58,610
0.00801,6,9810,1002,87.91,0.585,600
0.00803,6,9810,999,177.53,0.576,470
0.00803,6,9810,999,192.81,0.577,450
0.00803,6,9810,999,255.81,0.548,340
0.0078,6,9810,1006,133.06,0.535,500
0.0078,6,9810,1001,142,0.528,480
0.0078,6,9810,1001,194.84,0.53,410
0.0078,6,9810,1001,204.06,0.539,400
0.0078,6,9810,1001,225.26,0.568,380
0.0078,6,9810,1001,255.81,0.512,310
0.00778,6,10000,1003,67.8,0.629,620
0.00778,6,10000,1030,99.87,0.596,580
0.00778,6,10000,1032,113.91,0.607,570
0.00771,6,10000,1026,127.89,0.626,550
0.00771,6,10000,1032,138.97,0.619,530
0.00771,6,10000,1026,154.19,0.615,510
0.00778,6,9900,1033,206.04,0.56,410
0.00778,6,9900,1033,216.25,0.563,410
0.00778,6,9810,1033,244.55,0.574,370
0.00778,6,9900,1024,257.64,0.595,350
0.00778,6,10000,1006,273.78,0.593,320
0.00778,6,9810,1012,294.88,0.582,280
0.00803,6,9810,1999,79.77,0.362,1020
0.00803,6,9810,1999,93.88,0.369,990
0.00803,6,9900,1999,133.02,0.38,890
0.00803,6,9810,1999,148.09,0.373,840
0.00803,6,9810,1999,162.3,0.38,810
0.00803,6,9810,1997,204.06,0.376,680
0.00803,6,9810,1999,219.14,0.38,640
0.00803,6,9810,1997,252.71,0.378,540
0.00803,6,9810,1997,275.88,0.365,450
0.00803,6,9810,1999,294.88,0.364,380
0.0078,6,9810,2001,133.06,0.333,820
0.0078,6,9810,1995,144.11,0.341,800
0.0078,6,9810,1995,172.48,0.323,710
0.0078,6,9810,1995,183.71,0.335,680
0.0078,6,9810,1995,192.81,0.343,660
0.0078,6,9810,1995,214.07,0.336,600
0.0078,6,9810,2028,224.39,0.321,570
0.0078,6,9810,1995,234.56,0.343,540
0.0078,6,9810,2005,244.55,0.342,520
0.0078,6,9810,1995,252.71,0.347,490
0.0078,6,9810,2018,264.77,0.361,470
0.0078,6,9810,2025,272.94,0.341,430
0.0078,6,9810,2006,283,0.325,380
0.00779,6,9900,2007,70.86,0.361,1020
0.00771,6,10000,1979,88.88,0.387,970
0.00778,6,9900,1990,124.99,0.371,870
0.00779,6,10100,1949,161.23,0.385,770
0.00771,6,10200,2078,189.56,0.358,710
0.00771,6,10000,2090,198.71,0.355,680
0.00779,6,9810,1937,232.41,0.381,570
0.00771,6,10100,2011,248.66,0.377,530
0.00771,6,10100,2023,258.59,0.368,490
0.00771,6,9900,2011,268.77,0.363,450
0.00778,6,9900,1960,287.9,0.391,410
0.00803,6,9810,3993,256.63,0.376,1040
0.0078,6,9810,3991,217.16,0.321,1150
0.0078,6,9810,4002,240.53,0.335,1040
0.0078,6,9810,4008,264.77,0.38,970
0.0078,6,9810,3991,275.88,0.394,910
0.0078,6,9810,3985,284.9,0.391,850
0.00778,6,9900,4008,68.71,0.145,1670
0.00779,6,10000,3967,84.82,0.165,1600
0.00771,6,10200,4060,115.68,0.175,1470
0.00771,6,10200,3982,148,0.219,1350
0.00771,6,10300,4060,178.42,0.246,1270
0.00778,6,10200,4014,198.83,0.276,1190
0.00778,6,10000,4031,225.3,0.285,1050
0.00778,6,10200,4031,245.57,0.31,970
0.00771,6,10200,4025,273.72,0.331,830
0.00801,6,13730,501,68.34,0.628,330
0.00801,6,13730,501,102.61,0.621,300
0.00801,6,13730,501,117.62,0.62,290
0.00801,6,13730,501,147.86,0.609,260
0.00801,6,13730,501,163.28,0.616,260
0.00801,6,13730,501,193.87,0.597,230
0.00801,6,13730,501,239.66,0.593,200
0.00801,6,13730,501,255.1,0.587,180
0.00801,6,13730,501,270.46,0.574,170
0.00801,6,13730,501,290.74,0.585,150
0.00801,6,13730,501,304.99,0.585,140
0.00803,6,13730,999,92.57,0.467,560
0.00803,6,13730,999,103.56,0.448,530
0.00803,6,13730,1002,130.9,0.457,500
0.00803,6,13730,1002,140.81,0.459,490
0.00803,6,13730,1002,166.3,0.462,450
0.00803,6,13730,1002,182.46,0.453,420
0.00803,6,13730,1002,285.6,0.422,260
0.00803,6,13730,1002,300.88,0.391,220
0.0078,6,13730,1001,163.28,0.405,420
0.0078,6,13730,1001,194.78,0.39,370
0.0078,6,13730,1001,204.04,0.398,360
0.0078,6,13730,1001,215.21,0.402,350
0.0078,6,13730,1001,225.35,0.388,330
0.0078,6,13730,1001,234.71,0.388,310
0.0078,6,13730,1001,247.96,0.401,300
0.0078,6,13730,1001,265.19,0.399,270
0.0078,6,13730,1001,287.7,0.378,230
0.0078,6,13730,1006,275.45,0.382,250
0.00778,6,13630,1006,71.5,0.483,580
0.00771,6,14020,1014,90.45,0.557,570
0.00771,6,13830,1014,108.54,0.507,530
0.00771,6,13930,1020,118.74,0.534,530
0.00771,6,14020,1009,132.84,0.548,510
0.00771,6,13930,1014,148.03,0.544,490
0.00771,6,13930,1014,198.8,0.484,400
0.00778,6,13830,1035,222.48,0.535,400
0.00778,6,13830,1035,262.32,0.465,310
0.00778,6,13830,1030,285.6,0.454,270
0.00803,6,13730,1999,47.16,0.199,1040
0.00803,6,13730,1999,102.61,0.227,910
0.00803,6,13730,1999,132.79,0.265,850
0.00803,6,13630,1999,153.05,0.274,800
0.00803,6,13630,1998,191.85,0.272,690
0.00803,6,13530,1999,214.14,0.299,640
0.00803,6,13530,1999,234.74,0.303,580
0.00803,6,13530,1999,285.6,0.332,440
0.00803,6,13630,1999,306.91,0.345,380
0.0078,6,13730,2007,164.21,0.205,700
0.0078,6,13730,2001,172.33,0.216,680
0.0078,6,13730,2001,181.54,0.225,660
0.0078,6,13730,1995,192.73,0.244,650
0.0078,6,13730,2007,204.93,0.261,630
0.0078,6,13730,2007,223.38,0.269,580
0.0078,6,13730,2007,236.65,0.286,550
0.0078,6,13730,2007,254.05,0.292,500
0.0078,6,13730,2007,275.45,0.316,450
0.0078,6,13730,2007,283.67,0.313,430
0.0078,6,13730,2007,294.85,0.319,390
0.0078,6,13730,2013,306.04,0.333,360
0.0078,6,13730,1990,311.06,0.355,360
0.00778,6,13830,1978,66.38,0.222,960
0.00778,6,13730,1990,87.54,0.238,920
0.00778,6,13830,2001,115.68,0.26,870
0.00778,6,13830,1984,126.84,0.271,840
0.00778,6,13830,1995,145.01,0.26,790
0.00778,6,13930,1978,183.55,0.294,700
0.00771,6,13930,2017,206.01,0.289,640
0.00771,6,14020,1996,229.57,0.332,600
0.00771,6,13930,2005,244.96,0.33,550
0.00771,6,13630,2029,280.57,0.355,460
0.00771,6,13930,2077,299.99,0.352,410
0.00778,6,13930,1978,317.91,0.35,330
0.00803,6,13730,3993,253.01,0.271,1010
0.00803,6,13730,3993,258.21,0.276,990
0.0078,6,13730,4008,197.95,0.246,1270
0.0078,6,13730,4020,206.06,0.26,1250
0.0078,6,13730,4026,215.21,0.27,1210
0.0078,6,13730,4014,227.54,0.269,1130
0.0078,6,13730,4008,264.17,0.298,950
0.0078,6,13730,4008,272.46,0.312,920
0.0078,6,13730,4014,304.99,0.388,810
0.0078,6,13730,4006,313.92,0.418,780
0.00778,6,13830,4020,66.38,0.086,1760
0.00778,6,14020,3996,77.51,0.092,1700
0.00778,6,13930,3985,107.55,0.13,1590
0.00778,6,14120,4072,186.61,0.205,1290
0.00778,6,13630,4049,208.1,0.213,1170
0.00778,6,13830,4031,228.61,0.23,1070
0.00778,6,13730,3927,266.21,0.282,890
0.00778,6,13830,4020,280.56,0.277,820
0.00778,6,13530,4008,299.79,0.348,760
0.00778,6,13730,3973,317.87,0.357,650
0.00801,6,17550,501,109.22,0.461,270
0.00801,6,17650,501,127.35,0.467,260
0.00801,6,17650,501,155.67,0.483,240
0.00801,6,17650,501,174.07,0.492,230
0.00801,6,17650,501,194.52,0.519,220
0.00801,6,17650,501,207.88,0.509,210
0.00801,6,17550,501,219.24,0.534,200
0.00801,6,17550,501,241.77,0.552,190
0.00801,6,17750,501,259.25,0.573,180
0.00801,6,17650,501,275.8,0.567,160
0.00801,6,17650,501,288.23,0.562,150
0.00801,6,17650,501,299.63,0.577,140
0.00801,6,17650,501,314.02,0.567,130
0.00803,6,18040,1002,49.51,0.301,580
0.00803,6,17950,998,110.12,0.395,520
0.00803,6,17950,998,146.42,0.435,480
0.00803,6,17950,998,162.83,0.434,460
0.00803,6,18040,1002,180.2,0.461,440
0.00803,6,18040,1002,211.83,0.497,400
0.00803,6,17950,1002,239.61,0.498,360
0.00803,6,17950,1002,259.37,0.504,330
0.00803,6,17950,998,274.77,0.508,310
0.00803,6,17950,998,300.75,0.513,270
0.00778,6,17360,1059,80.99,0.409,580
0.00778,6,17650,1076,98.97,0.404,560
0.00778,6,17460,1076,132.36,0.433,520
0.00778,6,17650,1076,150.5,0.431,490
0.00778,6,17850,1131,195.53,0.316,420
0.00778,6,17550,1088,215.01,0.428,400
0.00778,6,17850,1024,236.51,0.47,360
0.00778,6,17850,1006,256.17,0.486,330
0.00778,6,17850,1012,275.71,0.501,300
0.00778,6,17850,1012,289.32,0.492,280
0.00778,6,17750,1012,321.22,0.505,230
0.00803,6,17650,1999,78.82,0.227,1030
0.00803,6,17650,1999,92.02,0.276,1020
0.00803,6,17650,1999,157.77,0.324,860
0.00803,6,17650,1999,172.91,0.327,820
0.00803,6,17650,1999,262.32,0.367,580
0.00803,6,17650,1999,281.97,0.368,520
0.00778,6,17750,1984,64.65,0.234,1030
0.00778,6,17550,1972,85.03,0.252,980
0.00778,6,17550,1990,97.02,0.246,960
0.00778,6,17650,2001,119.27,0.263,910
0.00778,6,17850,1995,147.54,0.306,860
0.00778,6,17950,2019,167.73,0.308,820
0.00778,6,17650,2001,186.29,0.316,760
0.00778,6,17550,2001,208.97,0.301,690
0.00778,6,17850,2013,232.6,0.347,650
0.00778,6,17550,1995,315,0.382,400
0.00778,6,17750,3921,110.01,0.264,1840
0.00778,6,17750,3920,120.26,0.259,1770
0.00778,6,17460,3892,137.33,0.329,1730
0.00778,6,17850,3912,158.57,0.272,1580
0.00778,6,17650,3898,200.66,0.343,1430
0.00778,6,17850,3957,231.5,0.397,1330
0.00778,6,17750,3915,249.99,0.39,1200
0.00778,6,17750,4016,277.85,0.33,1000
0.00778,6,17750,3939,289.26,0.414,1000
0.00778,6,17750,3965,314.09,0.453,880
0.00778,6,17850,3916,340.04,0.504,720
0.01,1,8000,1331,102.67,0.149,3648
0.01,1,8000,1076,90.03,0.22,3366
0.01,1,8000,1465,85.49,0.119,4120
0.01,1,8000,1720,95.52,0.062,4304
0.01,1,8000,2093,98.14,0.005,4749
0.01,1,10000,308,101.78,0.737,1499
0.01,1,10000,522,76.92,0.467,2211
0.01,1,10000,943,128.13,0.242,2787
0.01,1,10000,1036,112.01,0.217,3152
0.01,1,10000,1229,117,0.176,3508
0.01,1,10000,1357,118.18,0.125,3631
0.01,1,10000,1519,118.18,0.085,3862
0.01,1,10000,1952,128.36,-0.006,4170
0.01,1,10000,2182,138.26,-0.027,4281
0.01,1,10000,2327,140.38,-0.037,4432
0.01,1,10000,337,118.42,0.733,1576
0.01,1,10000,440,115.34,0.613,1898
0.01,1,10000,851,124.11,0.288,2680
0.01,1,10000,1006,126,0.221,2926
0.01,1,10000,1168,127.89,0.191,3258
0.01,1,10000,1638,133.08,0.061,3778
0.01,1,10000,2020,135.91,-0.019,4067
0.01,1,10000,2541,137.79,-0.061,4712
0.01,1,10000,2805,141.55,-0.076,4951
0.01,1,10000,444,108.21,0.59,1915
0.01,1,10000,343,105.11,0.708,1624
0.01,1,14000,980,198.51,0.081,1976
0.01,1,14000,1022,195.11,0.071,2073
0.01,1,14000,1222,203.92,0.033,2233
0.01,1,14000,1082,197.15,0.077,2188
0.01,1,14000,1294,196.02,0.013,2411
0.01,1,14000,1359,193.52,0.002,2527
0.01,1,14000,1478,194.89,-0.018,2648
0.01,1,14000,2088,205.72,-0.061,3249
0.01,1,14000,2106,197.83,-0.073,3394
0.01,1,14000,1952,196.02,-0.064,3234
0.01,1,14000,1887,184.86,-0.071,3322
0.01,1,14000,1031,200.77,0.066,2013
0.01,1,14000,990,191.02,0.085,2088
0.01,1,14000,1182,198.96,0.048,2275
0.01,1,14000,1387,210.65,0.027,2409
0.01,1,14000,1447,202.12,-0.006,2524
0.01,1,14000,1701,215.32,-0.013,2683
0.01,1,14000,1698,208.86,-0.027,2738
0.01,1,14000,1698,208.86,-0.027,2738
0.01,1,14000,1962,215.54,-0.043,2932
0.01,1,14000,2103,217.32,-0.045,3092
0.01,1,14000,2004,196.7,-0.07,3271
0.01,1,14000,2004,206.17,-0.057,3130
0.01,1,14000,1057,199.42,0.047,2025
0.01,1,14000,1048,186.69,0.059,2188
0.01,1,14000,1316,197.83,0.005,2395
0.01,1,14000,1242,205.05,0.034,2258
0.01,1,14000,1484,205.72,-0.013,2499
0.01,1,14000,1564,211.32,-0.008,2559
0.01,1,14000,1618,201.22,-0.033,2720
0.01,1,14000,1664,194.89,-0.048,2848
0.01,1,14000,1868,201,-0.063,2994
0.01,1,14000,2134,201.67,-0.08,3309
0.01,1,14000,766,185.77,0.169,1833
